CLAVE,PSS/E,ID,SCL,FP,FEO,GCR,REGION,ZONA PDS,NOMBRE SUBESTACION,NODO,V1/V21/,NB / RMU2/,CAPACIDAD3/,NC4/
OCCIDENTAL697,334631,1,1,0.95,2018,OCC,BAJ,CELAYA,SAN MIGUEL DE ALLENDE SUR,SMS-115,115/13.8,1,20,5
OCCIDENTAL698,334631,OC,1,0.95,2022,OCC,BAJ,CELAYA,SAN MIGUEL DE ALLENDE SUR,SMS-115,115/13.8,2,20,
OCCIDENTAL699,334251,1,1,0.95,2018,OCC,BAJ,CELAYA,CELAYA SUR,CYS-115,115/13.8,1,20,4
OCCIDENTAL700,,OC,1,0.95,2028,OCC,BAJ,CELAYA,CELAYA SUR,CYS-115,115/13.8,2,20,
OCCIDENTAL701,334671,1,1,0.95,2018,OCC,BAJ,CELAYA,CORTAZAR,CZR-115,115/13.8,1,20,4
OCCIDENTAL702,3358,OC,1,0.95,2024,OCC,BAJ,CELAYA,CORTAZAR,CZR-115,115/13.8,2,20,
OCCIDENTAL703,334221,1,1,0.95,2018,OCC,BAJ,CELAYA,HACIENDA,HDA-115,115/13.8,1,30,6
OCCIDENTAL704,3103,OC,1,0.95,2023,OCC,BAJ,CELAYA,HACIENDA,HDA-115,115/13.8,2,30,
OCCIDENTAL705,344571,1,1,0.95,2018,OCC,BAJ,CELAYA,FIPE SAN MIGUEL,FSM-115,115/13.8,1,30,3
OCCIDENTAL706,37379,OC,1,0.95,2019,OCC,BAJ,CELAYA,"INMOBILIARIA CASTRO DEL RIO, S.A. de C.V. (MARABIS COMONFORT INDUSTRIAL PARK)",MRC-115,115/13.8,1,30,
OCCIDENTAL707,37383,OC,0,0.95,2019,OCC,BAJ,CELAYA,"PARQUES INDUSTRIALES AMISTAD, S.A. DE C.V. (PI AMISTAD BAJIO II CHUY MARIA)",AAD-115,115/13.8,1,40,
OCCIDENTAL708,37605,OC,1,0.95,2022,OCC,BAJ,CELAYA,PI CUADRITOS,PIC-115,115/13.8,1,20,
OCCIDENTAL709,334051,1,1,0.95,2018,OCC,BAJ,CELAYA,INDUSTRIAL CENTRAL BAJIO,ICB-115,115/13.8,1,30,1
OCCIDENTAL710,334281,1,1,0.95,2018,OCC,BAJ,CELAYA,AMISTAD BAJIO,AMB-115,115/13.8,1,40,6
OCCIDENTAL711,,OC,0,0.95,#N/D,OCC,BAJ,CELAYA,AMISTAD BAJIO,AMB-115,115/13.8,2,40,
OCCIDENTAL712,,OC,1,0.95,2020,OCC,BAJ,CELAYA,VILLAGRAN INDUSTRIAL PARK S.A. DE C.V,,115/13.8,1,20,
OCCIDENTAL713,33322,I1,0,0.95,2018,OCC,BAJ,SALAMANCA,PEMEX TRANSFORMACION INDUSTRIA (REFINERIA ING. ANTONIO M. AMOR),RSM-115,115,052920412483,20,0
OCCIDENTAL714,33359,I1,0,0.95,2018,OCC,BAJ,SALAMANCA,HENKEL CAPITAL SA DE CV (RESISTOL),RSS-115,115,052920412441,3,0
OCCIDENTAL715,0,X,0,1,#N/D,OCC,BAJ,SALAMANCA,A218N TERMO-10 U 1 Y 2  5,A21-115,115,052941154611,FO,0
OCCIDENTAL716,33364,I1,0,0.95,2018,OCC,BAJ,SALAMANCA,UNIVEX SA DE CV,UVX-115,115,052920412424,17,0
OCCIDENTAL717,33329,I1,0,0.95,2018,OCC,BAJ,SALAMANCA,MAZDA MOTOR DE MEXICO SA DE CV,MAZ-115,115,052120604597,17.7,0
OCCIDENTAL718,33110,I1,0,0.95,2018,OCC,BAJ,SALAMANCA,TOYODA GOSEI IRAPUATO MEXICO S,TYD-115,115,046160902876,10.293,0
OCCIDENTAL719,332201,I1,0,0.95,2018,OCC,BAJ,SALAMANCA,FORD MOTOR COMPANY SA DE CV (FORD GETRAG) (G2),GTG-115,115,046160607777,6,0
OCCIDENTAL720,332222,I1,0,0.95,2018,OCC,BAJ,SALAMANCA,FORD MOTOR COMPANY SA DE CV (FORD GETRAG) (G3),GTG-115,115,046160607777,6,0
OCCIDENTAL721,33333,I1,0,0.95,2018,OCC,BAJ,SALAMANCA,DAL-TILE MEXICO S DE RL DE CV,DLT-115,115,052120104977,10.8,0
OCCIDENTAL722,33329,I2,0,0.95,2018,OCC,BAJ,SALAMANCA,AKI SEAT MANUFACTURING,AKS-115,115,052130301347,0.5,0
OCCIDENTAL723,33329,I3,0,0.95,2018,OCC,BAJ,SALAMANCA,Y-TEC KEYLESS MEXICO SA DE CV,YTK-115,115,052130302424,3.6,0
OCCIDENTAL724,33329,I4,0,0.95,2018,OCC,BAJ,SALAMANCA,DAIKYONISHIKAWA MEXICANA SA DE CV,DAI-115,115,052130304541,3,0
OCCIDENTAL725,33330,AM,1,0.95,2025,OCC,BAJ,SALAMANCA,AMORTIGUAMIENTO OC,SMD-115,115/115,11,,0
OCCIDENTAL726,33162,AM,1,0.95,2025,OCC,BAJ,SALAMANCA,AMORTIGUAMIENTO OC,SIP-115,115/115,11,,0
OCCIDENTAL727,333241,1,1,0.95,2018,OCC,BAJ,SALAMANCA,SALAMANCA (ATTOCC) (TERMO),SLM-115,115/13.8,1,20,6
OCCIDENTAL728,333671,1,1,0.95,2018,OCC,BAJ,SALAMANCA,VALLE DE SANTIAGO,VAS-115,115/13.8,1,30,6
OCCIDENTAL729,333141,1,1,0.95,2018,OCC,BAJ,SALAMANCA,MOROLEON,MLO-115,115/13.8,1,30,6
OCCIDENTAL730,,OC,1,0.95,#N/D,OCC,BAJ,SALAMANCA,URIANGATO CENTRO,URC-115,115/13.8,1,20,
OCCIDENTAL731,333081,1,1,0.95,2018,OCC,BAJ,SALAMANCA,JARAL DEL PROGRESO,JDP-115,115/13.8,1,20,4
OCCIDENTAL732,3149,OC,1,0.95,2020,OCC,BAJ,SALAMANCA,JARAL DEL PROGRESO,JDP-115,115/13.8,2,20,
OCCIDENTAL733,333271,1,1,0.95,2018,OCC,BAJ,SALAMANCA,SALAMANCA NORTE,SLN-115,115/13.8,1,30,6
OCCIDENTAL734,333111,1,1,0.95,2018,OCC,BAJ,SALAMANCA,JOYUELA,JYU-115,115/13.8,1,12.5,3
OCCIDENTAL735,333321,1,1,0.95,2018,OCC,BAJ,SALAMANCA,SALAMANCA SUR,SSU-115,115/13.8,1,20,4
OCCIDENTAL736,,OC,1,0.95,2035,OCC,BAJ,SALAMANCA,SALAMANCA SUR,SSU-115,115/13.8,1,30,
OCCIDENTAL737,333201,1,1,0.95,2018,OCC,BAJ,SALAMANCA,GUARAPO,GPO-115,115/13.8,1,20,4
OCCIDENTAL738,,OC,1,0.95,2026,OCC,BAJ,SALAMANCA,GUARAPO,GPO-115,115/13.8,1,30,
OCCIDENTAL739,333121,1,1,0.95,2018,OCC,BAJ,SALAMANCA,URIANGATO,URG-115,115/13.8,1,20,4
OCCIDENTAL740,333681,1,1,0.95,2018,OCC,BAJ,SALAMANCA,SALAMANCA PONIENTE,SPO-115,115/13.8,1,20,4
OCCIDENTAL741,0,OC,1,0.95,#N/D,OCC,BAJ,SALAMANCA,SALAMANCA PONIENTE,SPO-115,115/13.8,2,20,
OCCIDENTAL742,,OC,1,0.95,2024,OCC,BAJ,SALAMANCA,MORELOS (MAZDA),MZD-115,115/13.8,1,20,
OCCIDENTAL743,333691,1,1,0.95,2018,OCC,BAJ,SALAMANCA,SENDAI,SND-115,115/13.8,1,20,4
OCCIDENTAL744,331821,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,GENERAL MOTORS DE MEX S DE RL DE CV (SILAO KM 3.8) (G7),GMS-230,230,053170500136,27.5,0
OCCIDENTAL745,331821,I2,0,0.95,2018,OCC,BAJ,IRAPUATO,GENERAL MOTORS DE MEX S DE RL DE CV (SILAO KM 3.8) (G8),GMS-230,230,053170500136,27.5,0
OCCIDENTAL746,33100,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,GENERAL MOTORS DE MEX S DE RL DE CV (SILAO KM 3.8),GMC-115,115,053940453778,55,0
OCCIDENTAL747,33242,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,1490 LAPEM FRI 73560 2 (USOS PROPIOS),LPM-115,115,046920415636,5,0
OCCIDENTAL748,33213,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,DANONE DE MEXICO SA DE CV (IRAPUATO),DN-115,115,046940956871,8.5,0
OCCIDENTAL749,33132,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,CIA MINERA LAS TORRES (GTO),MTL-115,115,056921150542,4.8,0
OCCIDENTAL750,33145,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,AMERICAN AXLE& MANUF DE MEX SA DE CV,AXL-115,115,053990156405,19,0
OCCIDENTAL751,36415,OC,0,0.95,2019,OCC,BAJ,IRAPUATO,"TEMPLADOS DEL CENTRO, S.A. DE C.V. ",TMC-115,115,0,12,0
OCCIDENTAL752,33144,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,USM DE MEX S DE RL DE CV,USM-115,115,053000751592,4.4,0
OCCIDENTAL753,33214,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,GRAHAM PACKAGING PLASTI PROD,GRH-115,115,046020807938,3,0
OCCIDENTAL754,33257,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,CIFUNSA DEL BAJIO SA DE CV (IRAPUATO),CIF-115,115,046030405781,45,0
OCCIDENTAL755,37033,OC,0,0.95,2018,OCC,BAJ,IRAPUATO,RDCM S DE RL DE CV (RYOBI),RBY-115,115,046181052741,17.125,0
OCCIDENTAL756,33211,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,COM DE LACTEOS Y DERIVADOS SA DE CV (LALA IRAPUATO),LAL-115,115,046040806563,11,0
OCCIDENTAL757,33142,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,HIROTEC MEXICO SA DE CV,AVT-115,115,053080406009,6,0
OCCIDENTAL758,33252,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,PROCTER & GAMBLE MANUFACTURA S,PGM-115,115,055100605880,9.8,0
OCCIDENTAL759,33150,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,VOLKSWAGEN DE MEXICO SA DE CV,VWS-115,115,053110905994,10,0
OCCIDENTAL760,33149,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,PIRELLI NEUMATICOS SA DE CV,PIR-115,115,053111203586,25,0
OCCIDENTAL761,33271,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,DENSO MEXICO SA DE CV,DEN-115,115,053140906596,7,0
OCCIDENTAL762,33257,I2,0,0.95,2018,OCC,BAJ,IRAPUATO,EVERCAST SA DE CV,CIF-115,115,046150108381,28,0
OCCIDENTAL763,332161,OC,0,0.95,2018,OCC,BAJ,IRAPUATO,AISIN TAKAOKA (FUTURO),115,115,36810180430ATM160105029CCA,12.375,0
OCCIDENTAL764,360021,OC,0,0.95,2019,OCC,BAJ,IRAPUATO,SANYO SPECIAL STEEL MANUFACTURING DE MEXICO SA DE CV,115,115,0,8,0
OCCIDENTAL765,360039,OC,0,0.95,2019,OCC,BAJ,IRAPUATO,"NUCOR JFE STEEL MEXICO, S. DE R.L. DE C.V.",115,115,0,13.5,0
OCCIDENTAL766,360191,OC,0,0.95,2019,OCC,BAJ,IRAPUATO,"SCHAEFFLER MEXICO, S. DE R.L. DE C.V.",0,115,0,16,0
OCCIDENTAL767,39631,OC,0,0.95,2019,OCC,BAJ,IRAPUATO,AAM MAQUILADORA MEXICO SRLCV,0,115,0,12,0
OCCIDENTAL768,,OC,0,0.95,2019,OCC,BAJ,IRAPUATO,"HAL ALUMINIUM MEXICO, S.A. DE C.V.",0,115,0,10,0
OCCIDENTAL769,33224,A2,1,0.95,2025,OCC,BAJ,IRAPUATO,AMORTIGUAMIENTO OC,IRA-115,115/115,11,,0
OCCIDENTAL770,33200,AM,1,0.95,2025,OCC,BAJ,IRAPUATO,AMORTIGUAMIENTO OC,ABA-115,115/115,11,,0
OCCIDENTAL771,33202,AM,1,0.95,2025,OCC,BAJ,IRAPUATO,AMORTIGUAMIENTO OC,LFR-115,115/115,11,,0
OCCIDENTAL772,331551,1,1,0.95,2018,OCC,BAJ,IRAPUATO,LAS COLINAS,LCN-115,115/34.5,1,30,3
OCCIDENTAL773,3024,OC,1,0.95,2020,OCC,BAJ,IRAPUATO,LAS COLINAS,LCN-115,115/34.5,2,30,
OCCIDENTAL774,331471,1,1,0.95,2018,OCC,BAJ,IRAPUATO,SANTA FE II,SFD-115,115/34.5,1,30,7
OCCIDENTAL775,331472,1,1,0.95,2018,OCC,BAJ,IRAPUATO,SANTA FE II,SFD-115,115/34.5,2,30,7
OCCIDENTAL776,33147,OC,1,0.95,2035,OCC,BAJ,IRAPUATO,SANTA FE IV,SFC-115,115/34.5,1,30,
OCCIDENTAL777,331091,1,1,0.95,2018,OCC,BAJ,IRAPUATO,CASTRO DEL RIO,CDR-115,115/34.5,1,30,6
OCCIDENTAL778,331092,1,1,0.95,2018,OCC,BAJ,IRAPUATO,CASTRO DEL RIO,CDR-115,115/34.5,2,30,6
OCCIDENTAL779,331461,1,1,0.95,2018,OCC,BAJ,IRAPUATO,PUERTO INTERIOR,PTI-115,115/34.5,1,20,6
OCCIDENTAL780,331462,1,1,0.95,2018,OCC,BAJ,IRAPUATO,PUERTO INTERIOR,PTI-115,115/34.5,2,30,6
OCCIDENTAL781,332701,1,1,0.95,2018,OCC,BAJ,IRAPUATO,AGROINDUSTRIAL DE GUANAJUATO,AIL-115,115/34.5,1,30,3
OCCIDENTAL782,,OC,1,0.95,2024,OCC,BAJ,IRAPUATO,AGROINDUSTRIAL DE GUANAJUATO,AIL-115,115/13.8,2,20,
OCCIDENTAL783,331561,OC,1,0.95,2019,OCC,BAJ,IRAPUATO,SANTA FE III,SFT-115,115/34.5,1,30,
OCCIDENTAL784,360542,OC,1,0.95,2020,OCC,BAJ,IRAPUATO,INMOBILIARIA CASTRO DEL RIO S.A. DE C.V. (SE CASTRO DEL RIO II),0,115/34.5,1,30,
OCCIDENTAL785,332271,1,1,0.95,2018,OCC,BAJ,IRAPUATO,IRAPUATO VILLAS,IRV-115,115/13.8,1,30,6
OCCIDENTAL786,,OC,1,0.95,2024,OCC,BAJ,IRAPUATO,IRAPUATO VILLAS,IRV-115,115/13.8,2,30,
OCCIDENTAL787,331161,1,1,0.95,2018,OCC,BAJ,IRAPUATO,GUANAJUATO,GTO-115,115/13.8,1,20,6
OCCIDENTAL788,331162,1,1,0.95,2018,OCC,BAJ,IRAPUATO,GUANAJUATO,GTO-115,115/13.8,2,20,6
OCCIDENTAL789,331541,1,1,0.95,2018,OCC,BAJ,IRAPUATO,SILAO,SIL-115,115/13.8,1,40,8
OCCIDENTAL790,3055,OC,1,0.95,2024,OCC,BAJ,IRAPUATO,LOS FRESNOS ,LFR-115,115/13.8,1,30,
OCCIDENTAL791,331401,1,1,0.95,2018,OCC,BAJ,IRAPUATO,ROMITA,RTA-115,115/13.8,1,30,4
OCCIDENTAL792,332244,1,1,0.95,2018,OCC,BAJ,IRAPUATO,IRAPUATO II (ATTOCC),IRA-115,115/13.8,1,30,4
OCCIDENTAL793,332311,1,1,0.95,2018,OCC,BAJ,IRAPUATO,IRAPUATO I,IRP-115,115/13.8,1,30,8
OCCIDENTAL794,332312,1,1,0.95,2018,OCC,BAJ,IRAPUATO,IRAPUATO I,IRP-115,115/13.8,2,20,8
OCCIDENTAL795,,OC,1,0.95,#N/D,OCC,BAJ,IRAPUATO,IRAPUATO I,IRP-115,115/13.8,2,30,
OCCIDENTAL796,332211,1,1,0.95,2018,OCC,BAJ,IRAPUATO,IRAPUATO PONIENTE,IPP-115,115/13.8,1,30,8
OCCIDENTAL797,332212,1,1,0.95,2018,OCC,BAJ,IRAPUATO,IRAPUATO PONIENTE,IPP-115,115/13.8,2,30,8
OCCIDENTAL798,332281,1,1,0.95,2018,OCC,BAJ,IRAPUATO,IRAPUATO INDUSTRIAL,IRI-115,115/13.8,1,40,6
OCCIDENTAL799,332071,1,1,0.95,2018,OCC,BAJ,IRAPUATO,CUERAMARO,CUE-115,115/13.8,1,30,4
OCCIDENTAL800,332491,1,1,0.95,2018,OCC,BAJ,IRAPUATO,PUEBLO NUEVO,PNV-115,115/13.8,1,20,6
OCCIDENTAL801,,OC,1,0.95,#N/D,OCC,BAJ,IRAPUATO,PUEBLO NUEVO,PNV-115,115/13.8,1,30,
OCCIDENTAL802,332492,1,1,0.95,2018,OCC,BAJ,IRAPUATO,PUEBLO NUEVO,PNV-115,115/13.8,2,20,6
OCCIDENTAL803,332031,1,1,0.95,2018,OCC,BAJ,IRAPUATO,ABASOLO,ABS-115,115/13.8,1,30,7
OCCIDENTAL804,332451,1,1,0.95,2018,OCC,BAJ,IRAPUATO,PENJAMO,PNJ-115,115/13.8,1,30,6
OCCIDENTAL805,,OC,1,0.95,2033,OCC,BAJ,IRAPUATO,PENJAMO,PNJ-115,115/13.8,2,20,
OCCIDENTAL806,332351,1,1,0.95,2018,OCC,BAJ,IRAPUATO,LAGUNA LARGA,LGL-115,115/13.8,1,20,3
OCCIDENTAL807,332171,1,1,0.95,2018,OCC,BAJ,IRAPUATO,HUANIMARO,HNM-115,115/13.8,1,20,6
OCCIDENTAL808,,OC,1,0.95,2026,OCC,BAJ,IRAPUATO,HUANIMARO,HNM-115,115/13.8,1,30,
OCCIDENTAL809,332171,OC,1,0.95,#N/D,OCC,BAJ,IRAPUATO,HUANIMARO,HNM-115,115/13.8,2,20,
OCCIDENTAL810,332691,1,1,0.95,2018,OCC,BAJ,IRAPUATO,TACUBAYA,TYA-115,115/13.8,1,20,3
OCCIDENTAL811,331081,1,1,0.95,2018,OCC,BAJ,IRAPUATO,GUANAJUATO SUR,GSU-115,115/13.8,1,30,5
OCCIDENTAL812,0,OC,1,0.95,#N/D,OCC,BAJ,IRAPUATO,GUANAJUATO SUR,GSU-115,115/13.8,2,30,
OCCIDENTAL813,331651,1,1,0.95,2018,OCC,BAJ,IRAPUATO,TREJO,TRJ-115,115/13.8,1,20,4
OCCIDENTAL814,331651,1,1,0.95,2030,OCC,BAJ,IRAPUATO,TREJO,TRJ-115,115/13.8,1,30,
OCCIDENTAL815,3155,OC,1,0.95,#N/D,OCC,BAJ,IRAPUATO,TREJO,TRJ-115,115/13.8,2,20,
OCCIDENTAL816,3058,OC,1,0.95,#N/D,OCC,BAJ,IRAPUATO,PILONCILLO,PIL-115,115/13.8,1,30,
OCCIDENTAL817,3045,OC,1,0.95,2024,OCC,BAJ,IRAPUATO,OLIVOS,OLV-115,115/13.8,1,30,
OCCIDENTAL818,332261,OC,1,0.95,2019,OCC,BAJ,IRAPUATO,TZACAB S.A. DE C.V. (PARQUE INDUSTRIAL GUANAJUATO CENTRAL),IGC-115,115/13.8,1,20,
OCCIDENTAL819,332191,I1,0,0.95,2018,OCC,BAJ,IRAPUATO,PI MARABIS,MRB-115,115/13.8,1,30,2
OCCIDENTAL820,332051,OC,1,0.95,2018,OCC,BAJ,IRAPUATO,VYNMSA IRAPUATO (P.I. VYNMSA),VYN-115,115/13.8,1,20,
OCCIDENTAL821,33049,I1,0,0.95,2018,OCC,BAJ,LEON,ECOSYS III SA DE CV (SAPAL PROC AGUAS RESID),SPL-115,115,061000957061,2.3,0
OCCIDENTAL822,33028,I1,0,0.95,2018,OCC,BAJ,LEON,TERMOENVASES EXPANDIBLES SA DE CV,TER-115,115,061020316569,10.4,0
OCCIDENTAL823,33038,I1,0,0.95,2018,OCC,BAJ,LEON,ENVASES UNIVERSALES DE MEXICO SAPI DE CV (ENVASES INOVATIVOS),IN-115,115,061040154395,6.402,0
OCCIDENTAL824,33053,I1,0,0.95,2018,OCC,BAJ,LEON,NESTLE MEXICO SA DE CV (LEON A 059040250811 FABRICA EXTREMOS),NES-115,115,059040250811,0.753,0
OCCIDENTAL825,33053,I2,0,0.95,2018,OCC,BAJ,LEON,NESTLE MEXICO SA DE CV (LEON B 0259040250829 LAGOS LACTEOS),NES-115,115,059040250829,4.671,0
OCCIDENTAL826,33053,I3,0,0.95,2018,OCC,BAJ,LEON,NESTLE MEXICO SA DE CV (24 DE JUN FABRICA HELADOS),NES-115,115,059040251744,4.1,0
OCCIDENTAL827,33053,I4,0,0.95,2018,OCC,BAJ,LEON,CPW MEXICO S DE RL DE CV,NES-115,115,059040251761,2.8,0
OCCIDENTAL828,33029,I1,0,0.95,2018,OCC,BAJ,LEON,PLASTICOS ADHERIBLES DEL BAJIO SA DE CV,RYM-115,115,061081104734,20,0
OCCIDENTAL829,33068,I1,0,0.95,2018,OCC,BAJ,LEON,KASAI MEXICANA SA DE CV,KSI-115,115,061130690083,4.5,0
OCCIDENTAL830,33069,I1,0,0.95,2018,OCC,BAJ,LEON,EAGLE OTTAWA S DE RL DE CV (STIVA),STV-115,115,061140897328,8.55,0
OCCIDENTAL831,33066,OC,0,0.95,2018,OCC,BAJ,LEON,INDUSTRIAS MICHELIN S.A. DE C.V. (G7),MMH-115,115,37685171006IMI970908023CCA,9.9,0
OCCIDENTAL832,33066,CO,0,0.95,2018,OCC,BAJ,LEON,INDUSTRIAS MICHELIN S.A. DE C.V. (G8),MMH-115,115,37685171006IMI970908023CCA,9.9,0
OCCIDENTAL833,33031,AM,1,0.95,2025,OCC,BAJ,LEON,AMORTIGUAMIENTO OC,LNT-115,115/115,11,,0
OCCIDENTAL834,33013,AM,1,0.95,2025,OCC,BAJ,LEON,AMORTIGUAMIENTO OC,LNC-115,115/115,11,,0
OCCIDENTAL835,33045,AM,1,0.95,2025,OCC,BAJ,LEON,AMORTIGUAMIENTO OC,POS-115,115/115,11,,0
OCCIDENTAL836,330421,1,1,0.95,2018,OCC,BAJ,LEON,PARQUE PIEL,PAP-115,115/13.8,1,20,2
OCCIDENTAL837,330041,1,1,0.95,2018,OCC,BAJ,LEON,LAGOS DE MORENO,LGS-115,115/13.8,1,30,8
OCCIDENTAL838,330042,1,1,0.95,2018,OCC,BAJ,LEON,LAGOS DE MORENO,LGS-115,115/13.8,2,30,8
OCCIDENTAL839,3078,OC,1,0.95,2027,OCC,BAJ,LEON,LAGOS TECNOLOGICO,LTC-115,115/13.8,1,30,
OCCIDENTAL840,330181,1,1,0.95,2018,OCC,BAJ,LEON,LEON NORTE,LN-115,115/13.8,1,30,1
OCCIDENTAL841,330182,1,1,0.95,2018,OCC,BAJ,LEON,LEON NORTE,LN-115,115/13.8,2,30,1
OCCIDENTAL842,0,X,0,1,#N/D,OCC,BAJ,LEON,LEON NORTE,LN-115,115/13.8,3,20,3
OCCIDENTAL843,330091,1,1,0.95,2018,OCC,BAJ,LEON,LEON ALFARO,LNA-115,115/13.8,1,30,10
OCCIDENTAL844,330092,1,1,0.95,2018,OCC,BAJ,LEON,LEON ALFARO,LNA-115,115/13.8,2,30,10
OCCIDENTAL845,330271,1,1,0.95,2018,OCC,BAJ,LEON,LEON PONIENTE,LNP-115,115/13.8,1,40,8
OCCIDENTAL846,330272,1,1,0.95,2018,OCC,BAJ,LEON,LEON PONIENTE,LNP-115,115/13.8,2,20,8
OCCIDENTAL847,0,OC,1,0.95,2031,OCC,BAJ,LEON,LEON PONIENTE,LNP-115,115/13.8,2,30,
OCCIDENTAL848,330221,1,1,0.95,2018,OCC,BAJ,LEON,LEON ORIENTE,LNO-115,115/13.8,1,40,11
OCCIDENTAL849,330222,1,1,0.95,2018,OCC,BAJ,LEON,LEON ORIENTE,LNO-115,115/13.8,2,30,11
OCCIDENTAL850,330361,1,1,0.95,2018,OCC,BAJ,LEON,LEON UNO (ATTOCC),LNU-115,115/13.8,1,30,8
OCCIDENTAL851,330362,1,1,0.95,2018,OCC,BAJ,LEON,LEON UNO (ATTOCC),LNU-115,115/13.8,2,30,4
OCCIDENTAL852,330401,1,1,0.95,2018,OCC,BAJ,LEON,LA MORA,MRA-115,115/13.8,1,30,7
OCCIDENTAL853,3229,OC,1,0.95,2026,OCC,BAJ,LEON,LA MORA,MRA-115,115/13.8,2,30,
OCCIDENTAL854,330541,1,1,0.95,2018,OCC,BAJ,LEON,SAN FRANCISCO DEL RINCON,SFQ-115,115/13.8,1,30,7
OCCIDENTAL855,330542,1,1,0.95,2018,OCC,BAJ,LEON,SAN FRANCISCO DEL RINCON,SFQ-115,115/13.8,2,20,7
OCCIDENTAL856,0,OC,1,0.95,2020,OCC,BAJ,LEON,SAN FRANCISCO DEL RINCON,SFQ-115,115/13.8,2,30,
OCCIDENTAL857,330001,1,1,0.95,2018,OCC,BAJ,LEON,JESUS DEL MONTE,JEM-115,115/13.8,1,20,4
OCCIDENTAL858,3076,OC,1,0.95,2021,OCC,BAJ,LEON,SAN CRISTOBAL,SCR-115,115/13.8,1,20,
OCCIDENTAL859,330481,1,1,0.95,2018,OCC,BAJ,LEON,EL GRANJENO,EGJ-115,115/13.8,1,30,9
OCCIDENTAL860,330482,1,1,0.95,2018,OCC,BAJ,LEON,EL GRANJENO,EGJ-115,115/13.8,2,20,9
OCCIDENTAL861,0,OC,1,0.95,2034,OCC,BAJ,LEON,EL GRANJENO,EGJ-115,115/13.8,2,30,
OCCIDENTAL862,330191,1,1,0.95,2018,OCC,BAJ,LEON,SAN ROQUE,SRQ-115,115/13.8,1,20,4
OCCIDENTAL863,330191,OC,1,0.95,2025,OCC,BAJ,LEON,SAN ROQUE,SRQ-115,115/13.8,2,20,
OCCIDENTAL864,330471,1,1,0.95,2018,OCC,BAJ,LEON,LA JOYA,LJY-115,115/13.8,1,30,9
OCCIDENTAL865,330472,1,1,0.95,2018,OCC,BAJ,LEON,LA JOYA,LJY-115,115/13.8,2,30,9
OCCIDENTAL866,330551,1,1,0.95,2018,OCC,BAJ,LEON,LAGOS GALERA,LGG-115,115/13.8,1,20,7
OCCIDENTAL867,330211,1,1,0.95,2018,OCC,BAJ,LEON,LEON MALECON,LNM-115,115/13.8,1,30,10
OCCIDENTAL868,330212,1,1,0.95,2018,OCC,BAJ,LEON,LEON MALECON,LNM-115,115/13.8,2,30,10
OCCIDENTAL869,3223,OC,1,0.95,2022,OCC,BAJ,LEON,MORELOS,MRL-115,115/13.8,1,30,
OCCIDENTAL870,3223,CO,1,0.95,2030,OCC,BAJ,LEON,MORELOS,MRL-115,115/13.8,2,30,
OCCIDENTAL871,330051,1,1,0.95,2018,OCC,BAJ,LEON,LA VIRGEN,LVR-115,115/13.8,1,30,7
OCCIDENTAL872,330321,1,1,0.95,2018,OCC,BAJ,LEON,AYALA,AYA-115,115/13.8,1,30,6
OCCIDENTAL873,330321,OC,1,0.95,2025,OCC,BAJ,LEON,AYALA,AYA-115,115/13.8,2,30,
OCCIDENTAL874,3074,OC,1,0.95,2030,OCC,BAJ,LEON,UNION DE SAN ANTONIO,USA-115,115/13.8,1,30,
OCCIDENTAL875,330201,1,1,0.95,2018,OCC,BAJ,LEON,LAS TORRES,LTL-115,115/13.8,1,30,6
OCCIDENTAL876,330201,OC,1,0.95,2021,OCC,BAJ,LEON,LAS TORRES,LTL-115,115/13.8,2,30,
OCCIDENTAL877,,OC,,0.95,2030,OCC,BAJ,LEON,ESTADIO,STD-115,115/13.8,1,30,
OCCIDENTAL878,330641,1,1,0.95,2018,OCC,BAJ,LEON,SAN CARLOS,SCA-115,115/13.8,1,30,6
OCCIDENTAL879,3360,OC,1,0.95,2023,OCC,BAJ,LEON,SAN CARLOS,SCA-115,115/13.8,2,30,
OCCIDENTAL880,330011,1,1,0.95,2018,OCC,BAJ,LEON,GRAN JARDIN,GJA-115,115/13.8,1,30,4
OCCIDENTAL881,0,OC,1,0.95,#N/D,OCC,BAJ,LEON,GRAN JARDIN,GJA-115,115/13.8,2,30,
OCCIDENTAL882,330671,1,1,0.95,2018,OCC,BAJ,LEON,LOS SAUCES,LSA-115,115/13.8,1,20,4
