CLAVE,PSS/E,ID,SCL,FP,FEO,GCR,REGION,ZONA PDS,NOMBRE SUBESTACION,NODO,V1/V21/,NB / RMU2/,CAPACIDAD3/,NC4/
OCCIDENTAL185,304091,1,1,0.95,2018,OCC,JAL,VALLARTA,PUNTA DE MITA,PMI-115,115/13.8,1,9.4,
OCCIDENTAL186,304091,OC,1,0.95,2020,OCC,JAL,VALLARTA,PUNTA DE MITA,PMI-115,115/13.8,1,20,
OCCIDENTAL187,3213,OC,1,0.95,2026,OCC,JAL,VALLARTA,SAN FRANCISCO,FCO-115,115/13.8,1,20,
OCCIDENTAL188,303111,1,1,0.95,2018,OCC,JAL,TEPIC,12A30 AGUAMILPA ,AGM-115,115,487080401619,1.1,3
OCCIDENTAL189,303091,1,0,0.95,2018,OCC,JAL,TEPIC,12A32 AGUAMILPA (SERVICIOS AGUAMILPA),SEA-115,115,487080401627,0.98,3
OCCIDENTAL190,0,SP,0,0.95,2018,OCC,JAL,TEPIC,GEOTERMICA PARA EL DES SAPI CV,DSP-115,115,489141101616,0.65,
OCCIDENTAL191,30317,1,1,0.95,2018,OCC,JAL,TEPIC,SECRETARIA DE GOBERNACION (CEFERESO Y OFICINAS),CFR-115,115,502140301715/502140302851/502140302771/502140302801,6.075,
OCCIDENTAL192,0,SP,0,0.95,2018,OCC,JAL,TEPIC,GEN ELECT SAN RAFAEL SAPI,GRF-115,115,487151200814,0.4,
OCCIDENTAL193,303001,1,1,0.95,2018,OCC,JAL,TEPIC,AHUACATLAN,AHN-115,115/23,1,20,5
OCCIDENTAL194,30316,AM,1,0.95,2025,OCC,JAL,TEPIC,AMORTIGUAMIENTO OC,TID-115,115/115,,11,
OCCIDENTAL195,303131,1,1,0.95,2018,OCC,JAL,TEPIC,TEPIC UNO,TES-115,115/13.8,1,20,9
OCCIDENTAL196,303132,1,1,0.95,2018,OCC,JAL,TEPIC,TEPIC UNO,TES-115,115/13.8,2,20,9
OCCIDENTAL197,303061,1,1,0.95,2018,OCC,JAL,TEPIC,COMPOSTELA,CMP-115,115/13.8,1,9.4,4
OCCIDENTAL198,303161,1,1,0.95,2018,OCC,JAL,TEPIC,TEPIC INDUSTRIAL,TID-115,115/13.8,1,20,9
OCCIDENTAL199,303161,OC,1,0.95,#N/D,OCC,JAL,TEPIC,TEPIC INDUSTRIAL,TID-115,115/13.8,1,30,
OCCIDENTAL200,303162,1,1,0.95,2018,OCC,JAL,TEPIC,TEPIC INDUSTRIAL,TID-115,115/13.8,2,20,9
OCCIDENTAL201,303031,1,1,0.95,2018,OCC,JAL,TEPIC,LAS BRISAS,BRI-115,115/13.8,1,20,9
OCCIDENTAL202,303032,1,1,0.95,2018,OCC,JAL,TEPIC,LAS BRISAS,BRI-115,115/13.8,2,20,9
OCCIDENTAL203,303101,1,1,0.95,2018,OCC,JAL,TEPIC,TABACALERA,TBK-115,115/13.8,1,20,8
OCCIDENTAL204,0,OC,1,0.95,2030,OCC,JAL,TEPIC,TABACALERA,TBK-115,115/13.8,1,30,
OCCIDENTAL205,303102,1,1,0.95,2018,OCC,JAL,TEPIC,TABACALERA,TBK-115,115/13.8,2,20,8
OCCIDENTAL206,303111,2,1,0.95,2018,OCC,JAL,TEPIC,AGUAMILPA,AGM-115,115/13.8,1,9.35,2
OCCIDENTAL207,303081,1,0,0.95,2018,OCC,JAL,TEPIC,SERVICIOS EL CAJON,SCJ-115,115/13.8,2,9.4,2
OCCIDENTAL208,303021,1,1,0.95,2018,OCC,JAL,TEPIC,CHAPALILLA,CPI-115,115/13.8,1,6.25,2
OCCIDENTAL209,303251,1,1,0.95,2018,OCC,JAL,TEPIC,XALISCO,XLS-115,115/13.8,1,20,8
OCCIDENTAL210,303252,1,1,0.95,2018,OCC,JAL,TEPIC,XALISCO,XLS-115,115/13.8,2,20,8
OCCIDENTAL211,3113,OC,1,0.95,2031,OCC,JAL,TEPIC,SANTA MARIA,SMA-115,115/13.8,1,9.4,
OCCIDENTAL212,3068,OC,1,0.95,2023,OCC,JAL,TEPIC,JAUJA,JAJ-115,115/13.8,1,30,
OCCIDENTAL213,37808,I1,0,0.95,2018,OCC,JAL,CHAPALA,ZOLTEK DE MEXICO SA DE CV,ZLK-230,230,474950700566,77.5,
OCCIDENTAL214,31116,I1,0,0.95,2018,OCC,JAL,CHAPALA,HILASAL MEXICANA SAB DE CV,HYL-69,69,474811000266,4.444,
OCCIDENTAL215,31155,I1,0,0.95,2018,OCC,JAL,CHAPALA,SIAPA PTA BOMBEO SANTA CRUZ (CHAPALA),SCH-69,69,4.7296E+11,12.749,
OCCIDENTAL216,31125,I1,0,0.95,2018,OCC,JAL,CHAPALA,MEXICHEM DERIVADOS SA DE CV (PENWALT),MCH-69,69,474961201481,17,
OCCIDENTAL217,31233,I1,0,0.95,2018,OCC,JAL,CHAPALA,EMPAQUES MODERNOS DE GUADALAJARA S DE RL DE CV,EMP-69,69,474950502951,31.98,
OCCIDENTAL218,31202,I1,0,0.95,2018,OCC,JAL,CHAPALA,ALMERIA SA DE CV,ALM-69,69,478950500562,3.8,
OCCIDENTAL219,31114,I1,0,0.95,2018,OCC,JAL,CHAPALA,HONDA DE MEXICO SA DE CV,HON-69,69,474950701945,8.443,
OCCIDENTAL220,31108,I1,0,0.95,2018,OCC,JAL,CHAPALA,PRODUCTOS GATORADE DE MEXICO S,GAT-69,69,474991202104,3,
OCCIDENTAL221,31102,I1,0,0.95,2018,OCC,JAL,CHAPALA,ENVASES UNIVERSALES DE MEXICO SAPI DE CV (CHAPALA),EVS-69,69,474001200161,8.243,
OCCIDENTAL222,31110,I1,0,0.95,2018,OCC,JAL,CHAPALA,INDUSTRIAS GOSA SA DE CV,GSA-69,69,474021102425,8.792,
OCCIDENTAL223,31213,I1,0,0.95,2018,OCC,JAL,CHAPALA,CORPORACION DE OCCIDENTE SA DE CV,COC-69,69,474050400630,11,
OCCIDENTAL224,31136,I1,0,0.95,2018,OCC,JAL,CHAPALA,ZF SUSPENSION TECHNOLOGY GUADA (SACH DE MEXICO),SAC-69,69,474020203163,8.265,
OCCIDENTAL225,31145,I1,0,0.95,2018,OCC,JAL,CHAPALA,SANMINA SCI SYSTEMS DE MEXICO SA DE CV (CHAPALA),SCI-69,69,474020302188,13,
OCCIDENTAL226,31227,I1,0,0.95,2018,OCC,JAL,CHAPALA,GEUSA DE OCCIDENTE SA DE CV (PEPSI).,EDO-69,69,474070701652,5,
OCCIDENTAL227,311411,I1,0,0.95,2018,OCC,JAL,CHAPALA,EXPORA DE POSTES GDL SA DE CV (PROD MET MEX DE POSTES SA DE CV ),SAJ-69,69,474110512084,2.5,
OCCIDENTAL228,31104,I1,0,0.95,2018,OCC,JAL,CHAPALA,ATLATEC SA DE CV,AHO-69,69,474110908883,3.275,
OCCIDENTAL229,31103,I1,0,0.95,2018,OCC,JAL,CHAPALA,ACERO COREY,ACR-69,69,474090910606,3,
OCCIDENTAL230,31401,I1,0,0.95,2018,OCC,JAL,CHAPALA,DAIDO METAL MEXICO SA DE CV,DAI-69,69,477130214356,2.527,
OCCIDENTAL231,31442,I1,0,0.95,2018,OCC,JAL,CHAPALA,LABORATORIOS PISA SA DE CV,LBP-69,69,46790140901LPI830527013CCA,21.6,
OCCIDENTAL232,36671,I1,0,0.95,2021,OCC,JAL,CHAPALA,LECHERA GUADALAJARA SA DE CV,LGU-69,69,0,8,
OCCIDENTAL233,31217,AM,1,0.95,2025,OCC,JAL,CHAPALA,AMORTIGUAMIENTO OC,CST-69,69/69,,11,
OCCIDENTAL234,31106,AM,1,0.95,2025,OCC,JAL,CHAPALA,AMORTIGUAMIENTO OC,ESJ-69,69/69,,11,
OCCIDENTAL235,31206,AM,1,0.95,2025,OCC,JAL,CHAPALA,AMORTIGUAMIENTO OC,CHA-69,69/69,,11,
OCCIDENTAL236,3096,OC,1,0.95,2021,OCC,JAL,CHAPALA,TLAJOMULCO,TJC-230,230/23,2,60,
OCCIDENTAL237,311131,I1,0,0.95,2018,OCC,JAL,CHAPALA,CENTRO LOGISTICO JALISCO,CLJ-115,115/23,1,30,6
OCCIDENTAL238,312112,1,1,0.95,2018,OCC,JAL,CHAPALA,COCULA,CLA-115,115/23,1,30,4
OCCIDENTAL239,311342,1,1,0.95,2018,OCC,JAL,CHAPALA,PUENTE GRANDE DOS,PTD-69,69/23,2,20,4
OCCIDENTAL240,3014,OC,1,0.95,2019,OCC,JAL,CHAPALA,PUENTE GRANDE DOS,PTD-69,69/23,3,20,4
OCCIDENTAL241,311211,1,1,0.95,2018,OCC,JAL,CHAPALA,JOCOTEPEC,JCT-69,69/23,1,20,3
OCCIDENTAL242,0,OC,1,0.95,#N/D,OCC,JAL,CHAPALA,JOCOTEPEC,JCT-69,69/23,2,20,
OCCIDENTAL243,312171,1,1,0.95,2018,OCC,JAL,CHAPALA,CASTILLO,CST-69,69/23,1,40,8
OCCIDENTAL244,312172,1,1,0.95,2018,OCC,JAL,CHAPALA,CASTILLO,CST-69,69/23,2,40,8
OCCIDENTAL245,312211,1,1,0.95,2018,OCC,JAL,CHAPALA,CATARINA,CTA-69,69/23,1,20,4
OCCIDENTAL246,0,x,0,1,#N/D,OCC,JAL,CHAPALA,COCULA*,CLA-69,69/23,1,20,
OCCIDENTAL247,311061,1,1,0.95,2018,OCC,JAL,CHAPALA,EL SALTO,ESJ-69,69/23,1,40,5
OCCIDENTAL248,0,OC,1,0.95,2030,OCC,JAL,CHAPALA,EL SALTO,ESJ-69,69/23,2,40,
OCCIDENTAL249,312061,1,1,0.95,2018,OCC,JAL,CHAPALA,CHAPALA,CHA-69,69/23,1,20,4
OCCIDENTAL250,3019,OC,1,0.95,2023,OCC,JAL,CHAPALA,CHAPALA,CHA-69,69/23,2,20,
OCCIDENTAL251,311481,1,1,0.95,2018,OCC,JAL,CHAPALA,SANTA CRUZ,SCU-69,69/23,1,40,8
OCCIDENTAL252,311482,1,1,0.95,2018,OCC,JAL,CHAPALA,SANTA CRUZ,SCU-69,69/23,2,20,8
OCCIDENTAL253,311482,OC,1,0.95,2019,OCC,JAL,CHAPALA,SANTA CRUZ,SCU-69,69/23,2,40,8
OCCIDENTAL254,311601,1,1,0.95,2018,OCC,JAL,CHAPALA,ZAPOTLANEJO DIST,ZAD-115,115/23,1,20,3
OCCIDENTAL255,311601,OC,1,0.95,2036,OCC,JAL,CHAPALA,ZAPOTLANEJO DIST,ZAD-115,115/23,2,30,
OCCIDENTAL256,311411,1,1,0.95,2018,OCC,JAL,CHAPALA,SAN JORGE,SAJ-69,69/23,1,20,4
OCCIDENTAL257,3013,OC,1,0.95,2019,OCC,JAL,CHAPALA,SAN JORGE,SAJ-69,69/23,3,20,4
OCCIDENTAL258,309141,1,1,0.95,2018,OCC,JAL,CHAPALA,LA RESOLANA,LRE-69,115/23,1,20,3
OCCIDENTAL259,3134,OC,1,0.95,2024,OCC,JAL,CHAPALA,TEOCUITATLAN,TCU-115,115/23,1,20,
OCCIDENTAL260,0,SP,0,0.95,2018,OCC,JAL,COSTA,HIDROELECTRICA ARCO IRIS SA DE CV,TPA-69,69,499130800186,0.026,
OCCIDENTAL261,309132,1,1,0.95,2018,OCC,JAL,COSTA,VOLCANES,VCS-69,69/34.5,2,6.25,3
OCCIDENTAL262,309201,2,1,0.95,2018,OCC,JAL,COSTA,AUTLAN,AUT-115,115/23,2,20,5
OCCIDENTAL263,309201,OC,1,0.95,2020,OCC,JAL,COSTA,AUTLAN,AUT-115,115/23,2,30,
OCCIDENTAL264,309181,1,1,0.95,2018,OCC,JAL,COSTA,EL GRULLO,GRU-115,115/23,1,9.4,4
OCCIDENTAL265,309181,OC,1,0.95,2027,OCC,JAL,COSTA,EL GRULLO,GRU-115,115/23,1,20,
OCCIDENTAL266,309041,1,1,0.95,2018,OCC,JAL,COSTA,MEZQUITAN,MZI-115,115/23,1,6.25,2
OCCIDENTAL267,309061,1,1,0.95,2018,OCC,JAL,COSTA,SAN CLEMENTE,SCM-115,115/23,1,20,4
OCCIDENTAL268,309091,1,1,0.95,2018,OCC,JAL,COSTA,TECOLOTLAN,TCT-115,115/23,1,20,2
OCCIDENTAL269,309131,1,1,0.95,2018,OCC,JAL,COSTA,VOLCANES,VCS-69,69/23,1,3,3
OCCIDENTAL270,309131,OC,1,0.95,2020,OCC,JAL,COSTA,VOLCANES,VCS-69,69/23,1,9.4,
OCCIDENTAL271,309111,1,1,0.95,2018,OCC,JAL,COSTA,TALPA,TPA-69,69/13.8,1,6.25,3
OCCIDENTAL272,31007,I1,0,0.95,2018,OCC,JAL,MINAS,TALA ELECTRIC SA DE CV,ELT-69,69,470120101524,6.766,
OCCIDENTAL273,31022,AM,1,0.95,2025,OCC,JAL,MINAS,AMORTIGUAMIENTO OC,TLA-69,69/69,,11,
OCCIDENTAL274,310133,1,0,0.95,2019,OCC,JAL,MINAS,SERVICIOS LA YESCA,SLY-115,115/34.5,3,6.25,5
OCCIDENTAL275,310061,1,1,0.95,2018,OCC,JAL,MINAS,ESTANCITA,ETA-115,115/23,1,20,5
OCCIDENTAL276,0,OC,1,0.95,2031,OCC,JAL,MINAS,ESTANCITA,ETA-115,115/23,2,30,
OCCIDENTAL277,310011,1,1,0.95,2018,OCC,JAL,MINAS,AMECA,AMK-115,115/23,1,20,5
OCCIDENTAL278,31001,OC,1,0.95,2038,OCC,JAL,MINAS,AMECA,AMK-115,115/23,2,20,
OCCIDENTAL279,310101,1,1,0.95,2018,OCC,JAL,MINAS,GUEVARA,GVA-115,115/23,1,9.4,3
OCCIDENTAL280,310032,1,1,0.95,2018,OCC,JAL,MINAS,AMATITAN,AMT-69,69/23,2,6.25,2
OCCIDENTAL281,310032,OC,1,0.95,2024,OCC,JAL,MINAS,AMATITAN,AMT-69,69/23,2,20,
OCCIDENTAL282,310251,1,1,0.95,2018,OCC,JAL,MINAS,TEQUILA,TQA-69,69/23,1,20,3
OCCIDENTAL283,310221,1,1,0.95,2018,OCC,JAL,MINAS,TALA,TLA-69,69/23,1,20,9
OCCIDENTAL284,310222,1,1,0.95,2018,OCC,JAL,MINAS,TALA,TLA-69,69/23,2,20,9
OCCIDENTAL285,310151,1,1,0.95,2018,OCC,JAL,MINAS,LA VEGA,LVG-69,69/23,1,20,2
OCCIDENTAL286,310171,1,1,0.95,2018,OCC,JAL,MINAS,LA VENTA,LVT-69,69/23,1,20,4
OCCIDENTAL287,,OC,1,0.95,#N/D,OCC,JAL,MINAS,LA VENTA,LVT-69,69/23,2,20,
OCCIDENTAL288,,OC,1,0.95,2034,OCC,JAL,MINAS,RUISENORES,RUI-69,69/23,1,20,
OCCIDENTAL289,310131,1,0,0.95,2018,OCC,JAL,MINAS,SERVICIOS LA YESCA,SLY-115,115/13.8,1,20,5
OCCIDENTAL290,0,x,0,1,2018,OCC,JAL,MINAS,SERVICIOS LA YESCA,SLY-115,115/13.8,2,20,5
OCCIDENTAL291,310271,1,1,0.95,2018,OCC,JAL,MINAS,SANTA ROSA,SRO-69,69/13.8,7,9.4,2
OCCIDENTAL292,310031,1,1,0.95,2018,OCC,JAL,MINAS,AMATITAN,AMT-69,69/13.8,1,6.25,2
OCCIDENTAL293,3079,OC,0,0.95,2022,OCC,JAL,LOS ALTOS,EL ZAPOTILLO,EZP-115,115,0,1.1,
OCCIDENTAL294,30630,AM,1,0.95,2025,OCC,JAL,LOS ALTOS,AMORTIGUAMIENTO OC,TPT-115,115/115,,11,
OCCIDENTAL295,306121,1,1,0.95,2018,OCC,JAL,LOS ALTOS,SAN MIGUEL,MIG-115,115/34.5,1,9.4,4
OCCIDENTAL296,306301,1,1,0.95,2018,OCC,JAL,LOS ALTOS,TEPATITLAN,TPT-115,115/23,1,30,7
OCCIDENTAL297,306302,1,1,0.95,2018,OCC,JAL,LOS ALTOS,TEPATITLAN,TPT-115,115/23,2,30,7
OCCIDENTAL298,3144,OC,1,0.95,#N/D,OCC,JAL,LOS ALTOS,LA VILLA (TEPATITLAN II),TPD-115,115/23,1,40,
OCCIDENTAL299,306091,1,1,0.95,2018,OCC,JAL,LOS ALTOS,JALOSTOTITLAN,JLT-115,115/23,1,20,4
OCCIDENTAL300,306241,1,1,0.95,2018,OCC,JAL,LOS ALTOS,VALLE DE GUADALUPE,VGP-115,115/23,1,20,4
OCCIDENTAL301,0,OC,1,0.95,2030,OCC,JAL,LOS ALTOS,VALLE DE GUADALUPE,VGP-115,115/23,2,30,
OCCIDENTAL302,306151,1,1,0.95,2018,OCC,JAL,LOS ALTOS,MEXTICACAN,MXT-115,115/23,1,9.4,5
OCCIDENTAL303,306152,1,1,0.95,2018,OCC,JAL,LOS ALTOS,MEXTICACAN,MXT-115,115/23,2,9.4,5
OCCIDENTAL304,306152,OC,1,0.95,2030,OCC,JAL,LOS ALTOS,MEXTICACAN,MXT-115,115/23,2,20,
OCCIDENTAL305,352212,1,1,0.95,2018,OCC,JAL,LOS ALTOS,ARANDAS,ARS-115,115/23,2,9.4,1
OCCIDENTAL306,306181,1,1,0.95,2018,OCC,JAL,LOS ALTOS,TEOCALTICHE,TEO-115,115/23,1,9.4,3
OCCIDENTAL307,306001,1,1,0.95,2018,OCC,JAL,LOS ALTOS,CAPILLA DE GUADALUPE,CIA-115,115/23,1,30,2
OCCIDENTAL308,,OC,1,0.95,#N/D,OCC,JAL,LOS ALTOS,CAPILLA DE GUADALUPE,CIA-115,115/23,2,30,
OCCIDENTAL309,306321,1,1,0.95,2018,OCC,JAL,LOS ALTOS,CUQUIO,CUQ-115,115/23,1,20,
OCCIDENTAL310,3095,OC,1,0.95,2023,OCC,JAL,LOS ALTOS,ACATIC (EL REFUGIO),ACT-115,115/23,1,20,
OCCIDENTAL311,0,x,0,1,#N/D,OCC,JAL,LOS ALTOS,SAN JUAN,JDL-115,115/13.8,1,20,
OCCIDENTAL312,306291,OC,1,0.95,2018,OCC,JAL,LOS ALTOS,SAN JUAN,JDL-115,115/13.8,1,30,7
OCCIDENTAL313,306292,1,1,0.95,2018,OCC,JAL,LOS ALTOS,SAN JUAN,JDL-115,115/13.8,2,20,7
OCCIDENTAL314,306292,OC,1,0.95,2031,OCC,JAL,LOS ALTOS,SAN JUAN,JDL-115,115/13.8,2,30,
OCCIDENTAL315,306271,1,1,0.95,2018,OCC,JAL,LOS ALTOS,LA CUEVA,CUV-115,115/13.8,1,9.4,6
OCCIDENTAL316,306272,1,1,0.95,2018,OCC,JAL,LOS ALTOS,LA CUEVA,CUV-115,115/13.8,2,30,6
OCCIDENTAL317,0,OC,1,0.95,#N/D,OCC,JAL,LOS ALTOS,CORRALILLOS,CRL-115,115/13.8,1,20,
OCCIDENTAL318,306122,1,1,0.95,2018,OCC,JAL,LOS ALTOS,SAN MIGUEL,MIG-115,115/13.8,2,9.4,4
OCCIDENTAL319,306122,OC,1,0.95,2031,OCC,JAL,LOS ALTOS,SAN MIGUEL,MIG-115,115/13.8,2,20,
OCCIDENTAL320,306092,1,1,0.95,2018,OCC,JAL,LOS ALTOS,JALOSTOTITLAN,JLT-115,115/13.8,2,9.4,4
OCCIDENTAL321,306092,OC,1,0.95,2020,OCC,JAL,LOS ALTOS,JALOSTOTITLAN,JLT-115,115/13.8,2,30,
OCCIDENTAL322,0,AM,1,0.95,2025,OCC,JAL,SANTIAGO,AMORTIGUAMIENTO OC,MYO-115,115/115,,11,
OCCIDENTAL323,302031,1,1,1,2018,OCC,JAL,SANTIAGO,5 DE MAYO,MYO-115,115/34.5,2,20,4
OCCIDENTAL324,302093,1,1,0.95,2018,OCC,JAL,SANTIAGO,SANTIAGO,SNI-115,115/34.5,3,20,8
OCCIDENTAL325,302091,1,1,0.95,2018,OCC,JAL,SANTIAGO,SANTIAGO,SNI-115,115/13.8,1,20,8
OCCIDENTAL326,302092,1,1,0.95,2018,OCC,JAL,SANTIAGO,SANTIAGO,SNI-115,115/13.8,2,20,8
OCCIDENTAL327,302001,1,1,0.95,2018,OCC,JAL,SANTIAGO,ACAPONETA,ACP-115,115/13.8,1,9.4,5
OCCIDENTAL328,302001,OC,1,0.95,2030,OCC,JAL,SANTIAGO,ACAPONETA,ACP-115,115/13.8,1,20,
OCCIDENTAL329,302002,1,1,0.95,2018,OCC,JAL,SANTIAGO,ACAPONETA,ACP-115,115/13.8,2,9.4,5
OCCIDENTAL330,302081,1,1,0.95,2018,OCC,JAL,SANTIAGO,PENAS,PEN-115,115/13.8,1,9.4,5
OCCIDENTAL331,302081,OC,1,0.95,2033,OCC,JAL,SANTIAGO,PENAS,PEN-115,115/13.8,1,20,
OCCIDENTAL332,302082,1,1,0.95,2018,OCC,JAL,SANTIAGO,PENAS,PEN-115,115/13.8,2,20,5
OCCIDENTAL333,302131,1,1,0.95,2018,OCC,JAL,SANTIAGO,TECUALA,TEL-115,115/13.8,1,20,4
OCCIDENTAL334,34895,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,CEMEX MEXICO SA DE CV (HUICHAPAN),CMX-230,230,095951150011,58,0
OCCIDENTAL335,34505,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,ACERLAN SA DE CV (S J DEL RIO),ACR-115,115,044930753359,12,0
OCCIDENTAL336,34530,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,KIMBERLY CLARK DE MEXICO S.A.B (S J DEL RIO),KIM-115,115,044930753324,46,0
OCCIDENTAL337,34525,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,MANUFACTURAS KALTEX SA DE CV,KAL-115,115,044930753367,22.911,0
OCCIDENTAL338,0,SP,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,IBERDROLA COGENERACION BJ SACV,IBB-115,115,044171003561,2.6,0
OCCIDENTAL339,34003,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,MAGNA ASSEMBLY SYSTEMS DE MEX (SONORA FORMING SA DE CV),SOF-115,115,078160705425,8.507,0
OCCIDENTAL340,34575,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,INGREDION MEXICO SA DE CV (ARANCIA CIA PROV DE INGREDIENTES),ARN-115,115,044131000798,25.276,0
OCCIDENTAL341,34600,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,CARTONES PONDEROSA SA DE CV,PON-115,115,044000410273,15,0
OCCIDENTAL342,34635,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,OMYA DE MEXICO SA DE CV,OMY-115,115,044950355341,9.8,0
OCCIDENTAL343,345330,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,"BIO PAPPEL SCRIBE, S.A. DE C.V.",BPS-115,115,044171003536,11.2,0
OCCIDENTAL344,34515,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,NACIONAL DE CONDUCTORES ELECTRICOS,CDT-115,115,044051205721,5.104,0
OCCIDENTAL345,34605,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,PPG INDUSTRIAL DE MEXICO SA DE CV,PPG-115,115,044940254792,2.994,0
OCCIDENTAL346,34618,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,EFFEM MEXICO INC Y CIA S NC CV (PLANTA 1 S J DEL RIO),EFF-115,115,078010100398,5.4,0
OCCIDENTAL347,34045,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,STEERINGMEX S DE RL DE CV (DELHPI),DEL-115,115,078091002956,4.822,0
OCCIDENTAL348,34619,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,GUARDIAN INDUSTRIES VP S DE RL,GDI-115,115,078040800971,8,0
OCCIDENTAL349,34842,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,COMISION ESTATAL DE AGUAS (CEA ACUEDUCTO II),AUD-115,115,042110200719,33.851,0
OCCIDENTAL350,34511,I1,0,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,REF VIC DEL CENTRO S DE RL DE CV (COCA-COLA),RVC-115,115,044131007539,5.754,0
OCCIDENTAL351,,OC,1,0.95,2020,OCC,BAJ,SAN JUAN DEL RIO,"QVC, S. DE R. L. DE C.V. (VESTAPARK QRO I)",,115,,8,0
OCCIDENTAL352,346151,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,SAN ILDEFONSO,SFS-115,115/34.5,1,20,9
OCCIDENTAL353,346151,1,1,0.95,2030,OCC,BAJ,SAN JUAN DEL RIO,SAN ILDEFONSO,SFS-115,115/34.5,1,30,
OCCIDENTAL354,348201,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,VIZARRON,VIZ-115,115/34.5,1,12.5,6
OCCIDENTAL355,345202,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,EZEQUIEL MONTES,EZM-115,115/34.5,2,20,9
OCCIDENTAL356,0,OC,1,0.95,2027,OCC,BAJ,SAN JUAN DEL RIO,EZEQUIEL MONTES,EZM-115,115/34.5,2,30,
OCCIDENTAL357,348352,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,TECOZAUTLA,TCZ-115,115/34.5,2,20,4
OCCIDENTAL358,348001,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,BOQUILLA,BOQ-115,115/34.5,1,9.375,1
OCCIDENTAL359,0,X,0,1,2030,OCC,BAJ,SAN JUAN DEL RIO,EL TEPEYAC,TPY-115,115/34.5,1,20,2
OCCIDENTAL360,346172,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,EL TEPEYAC,TPY-115,115/34.5,2,20,5
OCCIDENTAL361,348253,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,ZIMAPAN,ZIM-115,115/34.5,3,9.4,5
OCCIDENTAL362,340411,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,AEROESPACIAL,ARL-115,115/34.5,1,20,4
OCCIDENTAL363,340011,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,AEROTECH,AET-115,115/34.5,1,20,2
OCCIDENTAL364,348052,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,HUMEDADES,HUM-115,115/23,2,30,5
OCCIDENTAL365,348251,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,ZIMAPAN,ZIM-115,115/23,1,12.5,5
OCCIDENTAL366,348252,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,ZIMAPAN,ZIM-115,115/23,2,20,5
OCCIDENTAL367,348202,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,VIZARRON,VIZ-115,115/13.8,2,12.5,6
OCCIDENTAL368,346152,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,SAN ILDEFONSO,SFS-115,115/13.8,2,20,9
OCCIDENTAL369,346152,1,1,0.95,2033,OCC,BAJ,SAN JUAN DEL RIO,SAN ILDEFONSO,SFS-115,115/13.8,2,30,
OCCIDENTAL370,346153,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,SAN ILDEFONSO,SFS-115,115/13.8,3,20,9
OCCIDENTAL371,345201,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,EZEQUIEL MONTES,EZM-115,115/13.8,1,30,9
OCCIDENTAL372,345351,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,LA MANSION,MNS-115,115/13.8,1,20,3
OCCIDENTAL373,345352,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,LA MANSION,MNS-115,115/13.8,2,12.5,3
OCCIDENTAL374,346301,1,1,0.95,2018,OCC,BAJ,SAN JUAN DEL RIO,SAN JUAN DEL RIO,SJR-115,115/13.8,1,20,10
OCCIDENTAL375,346301,OC,1,0.95,2035,OCC,BAJ,SAN JUAN DEL RIO,SAN JUAN DEL RIO,SJR-115,115/13.8,1,30,
